,Authors,ArticleTitle,JournalTitle,JournalVolume,JournalDate,PUBID,Abstact,DOI
40,"Lavida R K Rogers, Gustavo de Los Campos, George I Mias",Microarray Gene Expression Dataset Re-analysis Reveals Variability in Influenza Infection and Vaccination.,,10,,PMID: 31787983,"Influenza, a communicable disease, affects thousands of people worldwide. Young children, elderly, immunocompromised individuals and pregnant women are at higher risk for being infected by the influenza virus. Our study aims to highlight differentially expressed genes in influenza disease compared to influenza vaccination, including variability due to age and sex. To accomplish our goals, we conducted a meta-analysis using publicly available microarray expression data. Our inclusion criteria included subjects with influenza, subjects who received the influenza vaccine and healthy controls. We curated 18 microarray datasets for a total of 3,481 samples (1,277 controls, 297 influenza infection, 1,907 influenza vaccination). We pre-processed the raw microarray expression data in R using packages available to pre-process Affymetrix and Illumina microarray platforms. We used a Box-Cox power transformation of the data prior to our down-stream analysis to identify differentially expressed genes. Statistical analyses were based on linear mixed effects model with all study factors and successive likelihood ratio tests (LRT) to identify differentially-expressed genes. We filtered LRT results by disease (Bonferroni adjusted p < 0.05) and used a two-tailed 10% quantile cutoff to identify biologically significant genes. Furthermore, we assessed age and sex effects on the disease genes by filtering for genes with a statistically significant (Bonferroni adjusted p < 0.05) interaction between disease and age, and disease and sex. We identified 4,889 statistically significant genes when we filtered the LRT results by disease factor, and gene enrichment analysis (gene ontology and pathways) included innate immune response, viral process, defense response to virus, Hematopoietic cell lineage and NF-kappa B signaling pathway. Our quantile filtered gene lists comprised of 978 genes each associated with influenza infection and vaccination. We also identified 907 and 48 genes with statistically significant (Bonferroni adjusted p < 0.05) disease-age and disease-sex interactions, respectively. Our meta-analysis approach highlights key gene signatures and their associated pathways for both influenza infection and vaccination. We also were able to identify genes with an age and sex effect. This gives potential for improving current vaccines and exploring genes that are expressed equally across ages when considering universal vaccinations for influenza.",
41,"Erika Bongen, Haley Lucian, Avani Khatri, Gabriela K Fragiadakis, Zachary B Bjornson, Garry P Nolan, Paul J Utz, Purvesh Khatri",Sex Differences in the Blood Transcriptome Identify Robust Changes in Immune Cell Proportions with Aging and Influenza Infection.,,29,,PMID: 31722210,"Sex differences in autoimmunity and infection suggest that a better understanding of molecular sex differences will improve the diagnosis and treatment of immune-related disease. We identified 144 differentially expressed genes, referred to as immune sex expression signature (iSEXS), between human males and females using an integrated multi-cohort analysis of blood transcriptome profiles from six discovery cohorts from five continents with 458 healthy individuals. We validated iSEXS in 11 additional cohorts of 524 peripheral blood samples. When we separated iSEXS into genes located on sex chromosomes (XY-iSEXS) or autosomes (autosomal-iSEXS), both modules distinguished males and females. iSEXS reflects sex differences in immune cell proportions, with female-associated genes showing higher expression by CD4+ T cells and male-associated genes showing higher expression by myeloid cells. Autosomal-iSEXS detected an increase in monocytes with age in females, reflected sex-differential immune cell dynamics during influenza infection, and predicted antibody response in males, but not females.",DOI 10.1016/j.celrep.2019.10.019.
42,,,,,,,,
43,"Adriana Tomic, Ivan Tomic, Cornelia L Dekker, Holden T Maecker, Mark M Davis","The FluPRINT dataset, a multidimensional analysis of the influenza vaccine imprint on the immune system.",,6,,PMID: 31636302,"Machine learning has the potential to identify novel biological factors underlying successful antibody responses to influenza vaccines. The first attempts have revealed a high level of complexity in establishing influenza immunity, and many different cellular and molecular components are involved. Of note is that the previously identified correlates of protection fail to account for the majority of individual responses across different age groups and influenza seasons. Challenges remain from the small sample sizes in most studies and from often limited data sets, such as transcriptomic data. Here we report the creation of a unified database, FluPRINT, to enable large-scale studies exploring the cellular and molecular underpinnings of successful antibody responses to influenza vaccines. Over 3,000 parameters were considered, including serological responses to influenza strains, serum cytokines, cell phenotypes, and cytokine stimulations. FluPRINT, facilitates the application of machine learning algorithms for data mining. The data are publicly available and represent a resource to uncover new markers and mechanisms that are important for influenza vaccine immunogenicity.",
44,"Jaideep Chakladar, Wei Tse Li, Michael Bouvet, Eric Y Chang, Jessica Wang-Rodriguez, Weg M Ongkeko",Papillary Thyroid Carcinoma Variants are Characterized by Co-dysregulation of Immune and Cancer Associated Genes.,,11,,PMID: 31443155,"Papillary thyroid carcinoma (PTC) variants exhibit different prognosis, but critical characteristics of PTC variants that contribute to differences in pathogenesis are not well-known. This study aims to characterize dysregulated immune-associated and cancer-associated genes in three PTC subtypes to explore how the interplay between cancer and immune processes causes differential prognosis. RNA-sequencing data from The Cancer Genome Atlas (TCGA) were used to identify dysregulated genes in each variant. The dysregulation profiles of the subtypes were compared using functional pathways clustering and correlations to relevant clinical variables, genomic alterations, and microRNA regulation. We discovered that the dysregulation profiles of classical PTC (CPTC) and the tall cell variant (TCPTC) are similar and are distinct from that of the follicular variant (FVPTC). However, unique cancer or immune-associated genes are associated with clinical variables for each subtype. Cancer-related genes MUC1, FN1, and S100-family members were the most clinically relevant in CPTC, while APLN and IL16, both immune-related, were clinically relevant in FVPTC. RAET-family members, also immune-related, were clinically relevant in TCPTC. Collectively, our data suggest that dysregulation of both cancer and immune associated genes defines the gene expression landscapes of PTC variants, but different cancer or immune related genes may drive the phenotype of each variant.",DOI 10.3390/cancers11081179.
45,"Candace C Liu, Chloé B Steen, Aaron M Newman",Computational approaches for characterizing the tumor immune microenvironment.,,158,,PMID: 31347163,"Recent advances in high-throughput molecular profiling technologies and multiplexed imaging platforms have revolutionized our ability to characterize the tumor immune microenvironment. As a result, studies of tumor-associated immune cells increasingly involve complex data sets that require sophisticated methods of computational analysis. In this review, we present an overview of key assays and related bioinformatics tools for analyzing the tumor-associated immune system in bulk tissues and at the single-cell level. In parallel, we describe how data science strategies and novel technologies have advanced tumor immunology and opened the door for new opportunities to exploit host immunity to improve cancer clinical outcomes.",
46,"Gregory L Szeto, Stacey D Finley",Integrative Approaches to Cancer Immunotherapy.,,5,,PMID: 31311655,"Cancer immunotherapy aims to arm patients with cancer-fighting immunity. Many new cancer-specific immunotherapeutic drugs have gained approval in the past several years, demonstrating immunotherapy's efficacy and promise as an anticancer modality. Despite these successes, several outstanding questions remain for cancer immunotherapy, including how to make immunotherapy more efficacious in a broader range of cancer types and patients, and how to predict which patients will respond or not respond to therapy. We present a case for integrative systems approaches that will answer these questions. This involves applying mechanistic and statistical modeling, establishing consistent and widely adopted experimental tools to generate systems-level data, and creating sustained mechanisms of support. If implemented, these approaches will lead to major advances in cancer treatment.",DOI 10.1016/j.trecan.2019.05.010.
47,"James A Overton, Randi Vita, Patrick Dunn, Julie G Burel, Syed Ahmad Chan Bukhari, Kei-Hoi Cheung, Steven H Kleinstein, Alexander D Diehl, Bjoern Peters",Reporting and connecting cell type names and gating definitions through ontologies.,,20,,PMID: 31272390,"Human immunology studies often rely on the isolation and quantification of cell populations from an input sample based on flow cytometry and related techniques. Such techniques classify cells into populations based on the detection of a pattern of markers. The description of the cell populations targeted in such experiments typically have two complementary components: the description of the cell type targeted (e.g. 'T cells'), and the description of the marker pattern utilized (e.g. CD14-, CD3+).",
48,"Sirarat Sarntivijai, Yongqun He, Alexander D Diehl",Cells in ExperimentaL Life Sciences (CELLS-2018): capturing the knowledge of normal and diseased cells with ontologies.,,20,,PMID: 31272374,"Cell cultures and cell lines are widely used in life science experiments. In conjunction with the 2018 International Conference on Biomedical Ontology (ICBO-2018), the 2nd International Workshop on Cells in ExperimentaL Life Science (CELLS-2018) focused on two themes of knowledge representation, for newly-discovered cell types and for cells in disease states. This workshop included five oral presentations and a general discussion session. Two new ontologies, including the Cancer Cell Ontology (CCL) and the Ontology for Stem Cell Investigations (OSCI), were reported in the workshop. In another representation, the Cell Line Ontology (CLO) framework was applied and extended to represent cell line cells used in China and their Chinese representation. Other presentations included a report on the application of ontologies to cross-compare cell types and marker patterns used in flow cytometry studies, and a presentation on new experimental findings about novel cell types based on single cell RNA sequencing assay and their corresponding ontological representation. The general discussion session focused on the ontology design patterns in representing newly-discovered cell types and cells in disease states.",
49,"Shi Huan Tay, Katherine Nay Yaung, Jing Yao Leong, Joo Guan Yeo, Thaschawee Arkachaisri, Salvatore Albani",Immunomics in Pediatric Rheumatic Diseases.,,6,,PMID: 31231652,"The inherent complexity in the immune landscape of pediatric rheumatic disease necessitates a holistic system approach. Uncertainty in the mechanistic workings and etiological driving forces presents difficulty in personalized treatments. The development and progression of immunomics are well suited to deal with this complexity. Immunomics encompasses a spectrum of biological processes that entail genomics, transcriptomics, epigenomics, proteomics, and cytomics. In this review, we will discuss how various high dimensional technologies in immunomics have helped to grow a wealth of data that provide salient clues and biological insights into the pathogenesis of autoimmunity. Interfaced with critical unresolved clinical questions and unmet medical needs, these platforms have helped to identify candidate immune targets, refine patient stratification, and understand treatment response or resistance. Yet the unprecedented growth in data has presented both opportunities and challenges. Researchers are now facing huge heterogeneous data sets from different origins that need to be integrated and exploited for further data mining. We believe that the utilization and integration of these platforms will help unravel the complexities and expedite both discovery and validation of clinical targets.",
50,"Adriana Tomic, Ivan Tomic, Yael Rosenberg-Hasson, Cornelia L Dekker, Holden T Maecker, Mark M Davis","SIMON, an Automated Machine Learning System, Reveals Immune Signatures of Influenza Vaccine Responses.",,203,,PMID: 31201239,"Machine learning holds considerable promise for understanding complex biological processes such as vaccine responses. Capturing interindividual variability is essential to increase the statistical power necessary for building more accurate predictive models. However, available approaches have difficulty coping with incomplete datasets which is often the case when combining studies. Additionally, there are hundreds of algorithms available and no simple way to find the optimal one. In this study, we developed Sequential Iterative Modeling ""OverNight"" (SIMON), an automated machine learning system that compares results from 128 different algorithms and is particularly suitable for datasets containing many missing values. We applied SIMON to data from five clinical studies of seasonal influenza vaccination. The results reveal previously unrecognized CD4+ and CD8+ T cell subsets strongly associated with a robust Ab response to influenza Ags. These results demonstrate that SIMON can greatly speed up the choice of analysis modalities. Hence, it is a highly useful approach for data-driven hypothesis generation from disparate clinical datasets. Our strategy could be used to gain biological insight from ever-expanding heterogeneous datasets that are publicly available.",
51,"Heini Natri, Angela R Garcia, Kenneth H Buetow, Benjamin C Trumble, Melissa A Wilson",The Pregnancy Pickle: Evolved Immune Compensation Due to Pregnancy Underlies Sex Differences in Human Diseases.,,35,,PMID: 31200807,"We hypothesize that, ancestrally, sex-specific immune modulation evolved to facilitate survival of the pregnant person in the presence of an invasive placenta and an immunologically challenging pregnancy - an idea we term the 'pregnancy compensation hypothesis' (PCH). Further, we propose that sex differences in immune function are mediated, at least in part, by the evolution of gene content and dosage on the sex chromosomes, and are regulated by reproductive hormones. Finally, we propose that changes in reproductive ecology in industrialized environments exacerbate these evolved sex differences, resulting in the increasing risk of autoimmune disease observed in females, and a counteracting reduction in diseases such as cancer that can be combated by heightened immune surveillance. The PCH generates a series of expectations that can be tested empirically and that may help to identify the mechanisms underlying sex differences in modern human diseases.",DOI 10.1016/j.tig.2019.04.008.
52,"Jieming Chen, Sanchita Bhattacharya, Marina Sirota, Sunisa Laiudompitak, Henry Schaefer, Elizabeth Thomson, Jeff Wiser, Minnie M Sarwal, Atul J Butte",Assessment of Postdonation Outcomes in US Living Kidney Donors Using Publicly Available Data Sets.,,2,,PMID: 30977847,"There are limited resources providing postdonation conditions that can occur in living donors (LDs) of solid-organ transplant. Consequently, it is difficult to visualize and understand possible postdonation outcomes in LDs.",
53,"Daniel R Wong, Sanchita Bhattacharya, Atul J Butte",Prototype of running clinical trials in an untrustworthy environment using blockchain.,,10,,PMID: 30796226,"Monitoring and ensuring the integrity of data within the clinical trial process is currently not alwaysÂ feasible with the current research system. We propose a blockchain-based system to make data collected in the clinical trial process immutable, traceable, and potentially more trustworthy. We use raw data from a real completed clinical trial, simulate the trial onto a proof of concept web portal service, and test its resilience to data tampering. We also assess its prospects to provide a traceable and useful audit trail of trial data for regulators, and a flexible service for all members within the clinical trials network. We also improve the way adverse events are currently reported. In conclusion, we advocate that this service could offer an improvement in clinical trial data management, and could bolster trust in the clinical research process and the ease at which regulators can oversee trials.",
54,,,,,,,,
55,"Kak-Ming Ling, Luke W Garratt, Timo Lassmann, Stephen M Stick, Anthony Kicic",Elucidating the Interaction of CF Airway Epithelial Cells and Rhinovirus: Using the Host-Pathogen Relationship to Identify Future Therapeutic Strategies.,,9,,PMID: 30464745,"Chronic lung disease remains the primary cause of mortality in cystic fibrosis (CF). Growing evidence suggests respiratory viral infections are often more severe in CF compared to healthy peers and contributes to pulmonary exacerbations (PEx) and deterioration of lung function. Rhinovirus is the most prevalent respiratory virus detected, particularly during exacerbations in children with CF <5 years old. However, even though rhinoviral infections are likely to be one of the factors initiating the onset of CF lung disease, there is no effective targeted treatment. A better understanding of the innate immune responses by CF airway epithelial cells, the primary site of infection for viruses, is needed to identify why viral infections are more severe in CF. The aim of this review is to present the clinical impact of virus infection in both young children and adults with CF, focusing on rhinovirus infection. Previous in vitro and in vivo investigations looking at the mechanisms behind virus infection will also be summarized. The review will finish on the potential of transcriptomics to elucidate the host-pathogen responses by CF airway cells to viral infection and identify novel therapeutic targets.",
56,"Vivek A Rudrapatna, Atul J Butte",Open data informatics and data repurposing for IBD.,,15,,PMID: 30061595,,
57,"Yaofei Jiang, Yibing Wang, Cong Li, Zhenhong Zou, Bo Liang",Development of an Immune-Related Risk Signature in Patients with Bladder Urothelial Carcinoma.,,2020,,PMID: 32884943,"With recent advances in immunooncology and tumor microenvironment, the treatment landscape of bladder urothelial carcinoma has been changing dramatically. We aim to construct an immune gene-related signature which can predict BLCA patients' overall survival. Transcriptomic data of BLCA patients was downloaded from The Cancer Genome Atlas database, and immune-related genes were downloaded from the Immunology Database and Analysis Portal database. Prognostic immune-related genes were identified. We then constructed and validated an immune gene-related signature. Tumor-related transcription factors were downloaded from the Cistrome database, and a network between them and prognostic immune-related genes was generated. Cox's proportional hazards model and the Kaplan-Meier survival analysis were performed to assess our signature's prognostic ability. Relationship between the signature and patients' clinicopathologic features was then explored to validate its clinical value. We further downloaded concentration of six types of immune cells from the Tumor Immune Estimation Resource database to explore immune-related potential mechanisms of the signature.",
58,"Xiang-Ting Qiu, Yu-Cui Song, Jian Liu, Zhen-Min Wang, Xing Niu, Jing He",Identification of an immune-related gene-based signature to predict prognosis of patients with gastric cancer.,,12,,PMID: 32879664,Gastric cancer (GC) is the most commonly diagnosed malignancy worldwide. Increasing evidence suggests that it is necessary to further explore genetic and immunological characteristics of GC.,
59,"Chuan Hu, Bo Chen, Zhangheng Huang, Chuan Liu, Lin Ye, Cailin Wang, Yuexin Tong, Jiaxin Yang, Chengliang Zhao",Comprehensive profiling of immune-related genes in soft tissue sarcoma patients.,,18,,PMID: 32873319,"Immune-related genes (IRGs) have been confirmed to have an important role in tumorigenesis and tumor microenvironment formation. Nevertheless, a systematic analysis of IRGs and their clinical significance in soft tissue sarcoma (STS) patients is lacking.",
60,"Chuan Hu, Chuan Liu, Shaoqi Tian, Yuanhe Wang, Rui Shen, Huili Rao, Jianyi Li, Xu Yang, Bo Chen, Lin Ye",Comprehensive analysis of prognostic tumor microenvironment-related genes in osteosarcoma patients.,,20,,PMID: 32854645,Tumor microenvironment (TME) plays an important role in malignant tumors. Our study aimed to investigate the effect of the TME and related genes in osteosarcoma patients.,
61,"Hui-Yun Gu, Lu-Lu Lin, Chao Zhang, Min Yang, Hou-Cheng Zhong, Ren-Xiong Wei",The Potential of Five Immune-Related Prognostic Genes to Predict Survival and Response to Immune Checkpoint Inhibitors for Soft Tissue Sarcomas Based on Multi-Omic Study.,,10,,PMID: 32850416,"Low response rates to immunotherapy have been reported in soft tissue sarcoma (STS). There are few predictive biomarkers of response, and the tumor immune microenvironment associated with progression and prognosis remains unclear in STS. Gene expression data from the Cancer Genome Atlas were used to identify the immune-related prognostic genes (IRPGs) and construct the immune gene-related prognostic model (IGRPM). The tumor immune microenvironment was characterized to reveal differences between patients with different prognoses. Furthermore, somatic mutation data and DNA methylation data were analyzed to understand the underlying mechanism leading to different prognoses. The IGRPM was constructed using five IRPGs (IFIH1, CTSG, STC2, SECTM1, and BIRC5). Two groups (high- and low-risk patients) were identified based on the risk score. Low-risk patients with higher overall survival time had higher immune scores, more immune cell infiltration (e.g., CD8 T cell and activated natural killer cells), higher expression of immune-stimulating molecules, higher stimulating cytokines and corresponding receptors, higher innate immunity molecules, and stronger antigen-presenting capacity. However, inhibition of immunity was observed in low-risk patients owing to the higher expression of immune checkpoint molecules and inhibiting cytokines. High-risk patients had high tumor mutation burden, which did not significantly influence survival. Gene set enrichment analysis further revealed that pathways of cell cycle and cancers were activated in high-risk patients. DNA methylation analysis indicated that relative high methylation was associated with better overall survival. Finally, the age, mitotic counts, and risk scores were independent prognostic factors for STS. Five IRPGs performed well in risk stratification of patients and are candidate biomarkers for predicting response to immunotherapy. Differences observed through the multi-omic study of patients with different prognoses may reveal the underlying mechanism of the development and progression of STS, and thereby improve treatment.",
62,"Faping Li, Haolin Teng, Mingdi Liu, Bin Liu, Difei Zhang, Zhixiang Xu, Yishu Wang, Honglan Zhou",Prognostic Value of Immune-Related Genes in the Tumor Microenvironment of Bladder Cancer.,,10,,PMID: 32850407,"The tumor microenvironment (TME) is a complex system that plays an important role in tumor development and progression, but the current knowledge about its effect on bladder cancer (BC) is scarce. In this study, we performed a comprehensive analysis of the relationship between the TME and gene expression profiles to identify prognostic biomarkers for BC. The ESTIMATE algorithm was used to calculate immune and stromal scores of BC patients who were obtained from the Gene Expression Omnibus database. We found that the immune and stromal scores were associated with clinical characteristics and the prognosis of BC patients. Based on these scores, 104 immune-related differentially expressed genes were identified. Further, functional enrichment analysis revealed that these genes were mainly involved in the immune-related biological processes and signaling pathways. Three prognostic genes were then identified and used to establish a risk prediction model using Cox regression analyses. Kaplan-Meier survival analysis showed that the expression levels of COL1A1, COMP, and SERPINE2 significantly correlated with cancer-specific survival and overall survival of BC patients. Additionally, we validated the prognostic values of these genes using two independent cohorts from The Cancer Genome Atlas and Gene Expression Omnibus databases. Finally, the relationships between the three prognostic genes and several immune cells were evaluated using Tumor Immune Estimation Resource, indicating that the expression levels of COL1A1, COMP, and SERPINE2 correlated positively with the tumor infiltration levels of CD4+ T cells and macrophages. In conclusion, the current study comprehensively analyzed the TME and presented immune-related prognostic genes for BC, providing new insights into immunotherapeutic strategies for BC patients.",
63,"Hao Ding, Guan-Lan Fan, Yue-Xiong Yi, Wei Zhang, Xiao-Xing Xiong, Omer Kamal Mahgoub",Prognostic Implications of Immune-Related Genes' (IRGs) Signature Models in Cervical Cancer and Endometrial Cancer.,,11,,PMID: 32793281,"Cervical cancer and endometrial cancer remain serious threats to women's health. Even though some patients can be treated with surgery plus chemoradiotherapy as a conventional option, the overall efficacy is deemed unsatisfactory. As such, the development for new treatment approaches is truly necessary. In recent years, immunotherapy has been widely used in clinical practice and it is an area of great interest that researchers are keeping attention on. However, a thorough immune-related genes (IRGs) study for cervical cancer and endometrial cancer is still lacking. We therefore aim to make a comprehensive evaluation of IRGs through bioinformatics and large databases, and also investigate the relationship between the two types of cancer. We reviewed the transcriptome RNAs of IRGs and clinical data based on the TCGA database. Survival-associated IRGs in cervical/endometrial cancer were identified using univariable and multivariable Cox proportional-hazard regression analysis for developing an IRG signature model to evaluate the risk of patients. In the end, this model was validated based on the enrichment analyses through GO, KEGG, and GSEA pathways, Kaplan-Meier survival curve, ROC curves, and immune cell infiltration. Our results showed that out of 25/23 survival-associated IRGs for cervical/endometrial cancer, 13/12 warranted further examination by multivariate Cox proportional-hazard regression analysis and were selected to develop an IRGs signature model. As a result, enrichment analyses for high-risk groups indicated main enriched pathways were associated with tumor development and progression, and statistical differences were found between high-risk and low-risk groups as shown by Kaplan-Meier survival curve. This model could be used as an independent measure for risk assessment and was considered relevant to immune cell infiltration, but it had nothing to do with clinicopathological characteristics. In summary, based on comprehensive analysis, we obtained the IRGs signature model in cervical cancer (LTA, TFRC, TYK2, DLL4, CSK, JUND, NFATC4, SBDS, FLT1, IL17RD, IL3RA, SDC1, PLAU) and endometrial cancer (LTA, PSMC4, KAL1, TNF, SBDS, HDGF, LTB, HTR3E, NR2F1, NR3C1, PGR, CBLC), which can effectively evaluate the prognosis and risk of patients and provide justification in immunology for further researches.",
64,"Jiyang Yu, Junmin Peng, Hongbo Chi",Systems immunology: Integrating multi-omics data to infer regulatory networks and hidden drivers of immunity.,,15,,PMID: 32789283,"The immune system is a highly complex and dynamic biological system. It operates through intracellular molecular networks and intercellular (cell-cell) interaction networks. Systems immunology is an emerging discipline that applies systems biology approaches of integrating high-throughput multi-omics measurements with computational network modeling to better understand immunity at various scales. In this review, we summarize key omics technologies and computational approaches used for immunological studies at both population and single-cell levels. We highlight the hidden driver analysis based on data-driven networks and comment on the potential of translating systems immunology discoveries to immunotherapy of cancer and other human diseases.",
65,Error,Network Approaches for Dissecting the Immune System.,,23,,PMID: 32717640,"The immune system is a complex biological network composed of hierarchically organized genes, proteins, and cellular components that combat external pathogens and monitor the onset of internal disease. To meet and ultimately defeat these challenges, the immune system orchestrates an exquisitely complex interplay of numerous cells, often with highly specialized functions, in a tissue-specific manner. One of the major methodologies of systems immunology is to measure quantitatively the components and interaction levels in the immunologic networks to construct a computational network and predict the response of the components to perturbations. The recent advances in high-throughput sequencing techniques have provided us with a powerful approach to dissecting the complexity of the immune system. Here we summarize the latest progress in integrating omics data and network approaches to construct networks and to infer the underlying signaling and transcriptional landscape, as well as cell-cell communication, in the immune system, with a focus on hematopoiesis, adaptive immunity, and tumor immunology. Understanding the network regulation of immune cells has provided new insights into immune homeostasis and disease, with important therapeutic implications for inflammation, cancer, and other immune-mediated disorders.",DOI 10.1016/j.isci.2020.101354.
66,"Jianguo Zhang, Jianzhong Zhang, Cheng Yuan, Yuan Luo, Yangyi Li, Panpan Dai, Wenjie Sun, Nannan Zhang, Jiangbo Ren, Junhong Zhang, Yan Gong, Conghua Xie",Establishment of the prognostic index of lung squamous cell carcinoma based on immunogenomic landscape analysis.,,20,,PMID: 32699529,The incidence of lung squamous cell carcinoma (LUSC) increased substantially in recent years. Systematical investigation of the immunogenomic pattern is critical to improve the prognosis of LUSC.,
67,"Zeyu Liu, Yuxiang Wan, Yuqin Qiu, Xuewei Qi, Ming Yang, Jinchang Huang, Qiaoli Zhang",Development and validation of a novel immune-related prognostic model in lung squamous cell carcinoma.,,17,,PMID: 32624696,"Background: The immune system plays an important role in the development of lung squamous cell carcinoma (LUSC). Therefore, immune-related genes (IRGs) expression may be an important predictor of LUSC prognosis. However, a prognostic model based on IRGs that can systematically assess the prognosis of LUSC patients is still lacking. This study aimed to construct a LUSC immune-related prognostic model by using IRGs. Methods: Gene expression data about LUSC were obtained from The Cancer Genome Atlas (TCGA). Differential expression analysis and univariate Cox regression analysis were performed to identify prognostic differentially expressed IRGs. A prognostic model was constructed using the Lasso and multivariate Cox regression analyses. Then we validated the performance of the prognostic model in training and test cohorts. Furthermore, associations with clinical variables and immune infiltration were also analyzed. Results: 593 differentially expressed IRGs were identified, and 8 of them were related to prognosis. Then a transcription factor regulatory network was established. A prognostic model consisted of 4 immune-related genes was constructed by using Lasso and multivariate Cox regression analyses. The prognostic value of this model was successfully validated in training and test cohorts. Further analysis showed that the prognostic model could be used independently to predict the prognosis of LUSC patients. The relationships between the risk score and immune cell infiltration indicated that the model could reflect the status of the tumor immune microenvironment. Conclusions: We constructed a risk model using four PDIRGs that can accurately predict the prognosis of LUSC patients. The risk score generated by this model can be used as an independent prognostic indicator. Moreover, the model can predict the infiltration of immune cells in patients, which is conducive to the prediction of patient sensitivity to immunotherapy.",
68,"Yuanbo Xue, Jing Li, Xiubo Lu",A Novel Immune-Related Prognostic Signature for Thyroid Carcinoma.,,19,,PMID: 32588760,Recent studies have confirmed that immune-associated genes perform a crucial function in recurrence and metastasis of thyroid carcinoma. A reliable immune-related prognostic signature for patients with thyroid cancer is needed. This study constructed a novel immune-related prognostic signature for thyroid cancer and evaluated its prognostic value by bioinformatics analysis.,
69,"Bin Zhang, Liangbin Wang, Zhixian Liu, Bin Shao, Wenliang Jiang, Peng Shu",Integrated analysis identifies an immune-based prognostic signature for the mesenchymal identity in colorectal cancer.,,99,,PMID: 32569190,"Colorectal cancer (CRC) has been divided into 4 consensus molecular subtypes (CMSs), of which CMS4 has the mesenchymal identity and the highest relapse rate. Our goal is to develop a prognostic signature by integrating the immune system and mesenchymal modalities involved in CMS4.",
70,"Jun Wang, Shaojun Yu, Guofeng Chen, Muxing Kang, Xiaoli Jin, Yi Huang, Lele Lin, Dan Wu, Lie Wang, Jian Chen",A novel prognostic signature of immune-related genes for patients with colorectal cancer.,,24,,PMID: 32564470,"Colorectal cancer (CRC) is one of the most commonly diagnosed cancers with an estimated 1.8 million new cases worldwide and associated with high mortality rates of 881 000 CRC-related deaths in 2018. Screening programs and new therapies have only marginally improved the survival of CRC patients. Immune-related genes (IRGs) have attracted attention in recent years as therapeutic targets. The aim of this study was to identify an immune-related prognostic signature for CRC. To this end, we combined gene expression and clinical data from the CRC data sets of The Cancer Genome Atlas (TCGA) into an integrated immune landscape profile. We identified a total of 476 IRGs that were differentially expressed in CRC vs normal tissues, of which 18 were survival related according to univariate Cox analysis. Stepwise multivariate Cox proportional hazards analysis established an immune-related prognostic signature consisting of SLC10A2, FGF2, CCL28, NDRG1, ESM1, UCN, UTS2 and TRDC. The predictive ability of this signature for 3- and 5-year overall survival was determined using receiver operating characteristics (ROC), and the respective areas under the curve (AUC) were 79.2% and 76.6%. The signature showed moderate predictive accuracy in the validation and GSE38832 data sets as well. Furthermore, the 8-IRG signature correlated significantly with tumour stage, invasion, lymph node metastasis and distant metastasis by univariate Cox analysis, and was established an independent prognostic factor by multivariate Cox regression analysis for CRC. Gene set enrichment analysis (GSEA) revealed a relationship between the IRG prognostic signature and various biological pathways. Focal adhesions and ECM-receptor interactions were positively correlated with the risk scores, while cytosolic DNA sensing and metabolism-related pathways were negatively correlated. Finally, the bioinformatics results were validated by real-time RT-qPCR. In conclusion, we identified and validated a novel, immune-related prognostic signature for patients with CRC, and this signature reflects the dysregulated tumour immune microenvironment and has a potential for better CRC patient management.",
71,"Liang Xue, Guoshu Bi, Cheng Zhan, Yi Zhang, Yunfeng Yuan, Hong Fan",Development and Validation of a 12-Gene Immune Relevant Prognostic Signature for Lung Adenocarcinoma Through Machine Learning Strategies.,,10,,PMID: 32537435,"Background: Although immunotherapy with checkpoint inhibitors is changing the face of lung adenocarcinoma (LUAD) treatments, only limited patients could benefit from it. Therefore, we aimed to develop an immune-relevant-gene-based signature to predict LUAD patients' prognosis and to characterize their tumor microenvironment thus guiding therapeutic strategy. Methods and Materials: Gene expression data of LUAD patients from Gene Expression Omnibus (GEO) and The Cancer Genome Atlas (TCGA) were systematically analyzed. We performed Cox regression and random survival forest algorithm to identify immune-relevant genes with potential prognostic value. A risk score formula was then established by integrating these selected genes and patients were classified into high- and low-risk score group. Differentially expressed genes, infiltration level of immune cells, and several immune-associated molecules were further compared across the two groups. Results: Nine hundred and fifty-four LUAD patients were enrolled in this study. After implementing the 2-steps machine learning screening methods, 12 immune-relevant genes were finally selected into the risk-score formula and the patients in high-risk group had significantly worse overall survival (HR = 10.6, 95%CI = 3.21-34.95, P < 0.001). We also found the distinct immune infiltration patterns in the two groups that several immune cells like cytotoxic cells and immune checkpoint molecules were significantly enriched and upregulated in patients from the high-risk group. These findings were further validated in two independent LUAD cohorts. Conclusion: Our risk score formula could serve as a powerful and accurate tool for predicting survival of LUAD patients and may facilitate clinicians to choose the optimal therapeutic regimen more precisely.",
72,"Lei Sun, Zhe Zhang, Yao Yao, Wen-Ya Li, Jia Gu",Analysis of expression differences of immune genes in non-small cell lung cancer based on TCGA and ImmPort data sets and the application of a prognostic model.,,8,,PMID: 32411773,"There has been little investigation carried out into the activity of immune-related genes in the prognosis of non-small cell lung cancer (NSCLC). Our study set out to analyze the correlation between the differential expression of immune genes and NSCLC prognosis by screening the differential expression of immune genes. Based on the immune genes identified, we aimed to construct a prognostic risk model and explore some novel molecules which have predictive potential for therapeutic effect and prognosis in lung cancer.",
