,Authors,ArticleTitle,JournalTitle,JournalVolume,JournalDate,PUBID,Abstact,DOI
27,"Fan Wu, Yumin Zhou, Zhongfang Wang, Min Xie, Zhe Shi, Zhiqiang Tang, Xiaohe Li, Xiaochen Li, Chunliang Lei, Yimin Li, Zhengyi Ni, Yu Hu, Xiaoqing Liu, Wenguang Yin, Linling Cheng, Feng Ye, Jieqi Peng, Lingmei Huang, Jia Tian, Lingjuan Zhang, Xiaoneng Mo, Ying Zhang, Ke Hu, Yongliang Jiang, Weijie Guan, Jie Xiang, Yingxia Liu, Yixiang Peng, Li Wei, Yahua Hu, Peng Peng, Jianming Wang, Jiyang Liu, Wei Huang, Ruchong Chen, Jianping Zhao, Shiyue Li, Nuofu Zhang, Jincun Zhao, Nanshan Zhong, Pixin Ran",,Journal of thoracic disease,12,,PMID: 32642086,"Coronavirus disease 2019 (COVID-19) has been a global pandemic disease, with more than 4 million cases and nearly 300,000 deaths. Little is known about COVID-19 in patients with chronic obstructive pulmonary disease (COPD). We aimed to evaluate the influence of preexisting COPD on the progress and outcomes of COVID-19.",
28,"Nan Yang, Siyi Che, Jingyi Zhang, Xia Wang, Yuyi Tang, Jianjian Wang, Liping Huang, Chenglin Wang, Hairong Zhang, Muna Baskota, Yanfang Ma, Qi Zhou, Xufei Luo, Shu Yang, Xixi Feng, Weiguo Li, Toshio Fukuoka, Hyeong Sik Ahn, Myeong Soo Lee, Zhengxiu Luo, Enmei Liu, Yaolong Chen",,Annals of translational medicine,8,,PMID: 32566555,Existing recommendations on whether mothers with COVID-19 should continue breastfeeding are still conflicting. We aimed to conduct a rapid review of mother-to-child transmission of COVID-19 during breastfeeding.,
29,,,Communicable diseases intelligence (2018),44,2020 May 22,PMID: 32522141,"Confirmed cases in Australia notified up to 17 May 2020: notifications = 7,075; deaths = 100. The incidence of new cases of COVID-19 has reduced dramatically since a peak in mid-March. Social distancing measures, public health action and the reduction in international travel have likely been effective in slowing the spread of the disease, in the Australian community. Testing rates over the past week have increased markedly, with a continued very low proportion of people testing positive. These low rates of detection are indicative of low levels of COVID-19 transmission. It is important that testing rates and community adherence to public health measures remain high to support the continued suppression of the virus, particularly in vulnerable high-risk groups and settings. New cases of COVID-19 are currently being reported by by only some jurisdictions, albeit at relatively low rates. Although case numbers are low, new cases tend to still be a mix of overseas-acquired and locally-acquired infections. Most locally-acquired cases can be linked back to a known case or cluster. Although the proportion of locally-acquired cases has increased, the overall rate of new cases, regardless of place of acquisition, continues to decrease. The crude case fatality rate in Australia remains low (1.4%), compared with the WHO reported global rate (6.9%). The low case fatality rate is likely reflective of high case detection and high quality of health care services in Australia. Deaths from COVID-19 in Australia have occurred predominantly among the elderly and those with comorbidities, with no deaths occurring in those under 40 years. The highest rate of COVID-19 continues to be among people aged 60-79 years. One third of all cases in this age group have been associated with several outbreaks linked to cruise ships. The lowest rate of disease is in young children, a pattern reflected in international reports. Internationally, while the number of new cases each day remains relatively stable at the global level, some areas such as Brazil and India are showing a dramatic rise in reported cases. Although some low-income countries have so far reported few cases, it is possible that this is due to limited diagnostic and public health capacity, and may not be reflective of true disease incidence.",
30,"X Zou, Y S Wu, X J Liu, S L Huang, J F He, J Zhao, N Wu, R L Zhang, S J Mei, P Y Liu, Z Zhang, X L Shi, X Lyu, L Wei, Q S Ma, J H Lu, Y Li, T J Feng, C Q Peng, S X Zhang, J J Xia",,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,41,2020 Apr 27,PMID: 32340094,"Objectives: This study aimed to evaluate the effect of the strategies on COVID-19 outbreak control in Shenzhen, and to clarify the feasibility of these strategies in metropolitans that have high population density and strong mobility. Methods: The epidemic feature of COVID-19 was described by different phases and was used to observe the effectiveness of intervention. Hierarchical spot map was drawn to clarify the distribution and transmission risk of infection sources at different time points. The Susceptible-Exposed-Infectious-Asymptomatic-Recovered model was established to estimate case numbers without intervention and compare with the actual number of cases to determine the effect of intervention. The positive rate of the nucleic acid test was used to reflect the risk of human exposure. A survey on COVID-19 related knowledge, attitude and behaviors were used to estimate the abilities of personal protection and emergency response. Results: The epidemic of COVID-19 in Shenzhen experienced the rising, plateau and decline stage. The case number increased rapidly at the beginning, with short duration of peak period. Although the epidemic curve showed human-to-human transmission, the ""trailing"" was not obvious. From the spot map, during the intervention period, the source of infection was widely distributed. More cases and higher transmission risk were observed in areas with higher population density. After the effective intervention measures, both infection sources and the risk of transmission decreased. After compared with the estimated case numbers without intervention, actual number proved the COVID-19 control strategies were effective. The positive rate of nucleic acid test for high risk populations decreased and no new cases reported since February 16. Shenzhen citizens had high knowledge, attitude and behavior level, and high protection ability and emergency response. Conclusion: Although the response initiated by the health administration department played a key role at the early stage of the epidemic, it was not enough to contain the outbreak of COVID-19. The first-level emergency response initiated by provincial and municipal government was effective and ensured the start of work resumption after the Spring Festival. Metropolitans like Shenzhen can also achieve the goals of strategies and measures for containment and mitigation of COVID-19.",
31,,,Archives of academic emergency medicine,8,,PMID: 32259124,"To forecast the COVID-19 epidemic trend in Iran, a set of dynamic models were created. In these models, the effect of climate and community behavior change on the reproductive number is modeled. A baseline scenario is also defined as letting the epidemic grow naturally, with no prevention/control interventions. Different levels of intervention are also defined based on the extent of population isolation. Outcomes of each scenario on the number of infected cases are computed. Modeling results shows that if effective isolation occurs in 10% of the population, 307,000 individuals will be infected with COVID-19 in Iran by May 20, 2020. For an isolation rate of 25%, started since March 10, 2020, cumulative number of deaths will be 13,450 individuals by May 20, 2020. If preventive efforts can reach a 32% effective isolation rate, a considerable decrease in the number of new cases would be expected during April and May, and the total number of deaths would decrease to 8,630. If the isolation rate increases to 40%, the total number of infected individuals is expected to be 6,030 individuals. It should be acknowledged that this model predicts the number of deaths of all COVID-19 cases, including those who will not be confirmed as COVID-19, because of non-testing or death prior to COVID-19 identification. This serious health issue requires both long-term and short-term planning and arrangements. Social distancing, and identification and isolation of suspected and confirmed cases are believed to be the most important and effective control measure, and should be strengthened soon. For further details on the methodology and results of these models, please visit: http://corona.behdasht.gov.ir/files/site1/files/Covid_Modeling_V14_26.12.98.pdf.",
32,Youngmee Jee,,Epidemiology and health,42,,PMID: 32192278,"To discuss whether the coronavirus disease 2019 (COVID-19) outbreak constitutes a Public Health Emergency of International Concern (PHEIC), World Health Organization (WHO) organized the 15-member International Health Regulations Emergency Committee (EC). On January 22-23 and January 30, 2020, EC convened and discussed whether the situation in China and other countries would constitute PHEIC and issued recommendations for WHO, China and the international community. Based on the recommendations of EC, WHO declared the COVID-19 outbreak a PHEIC. One of the purposes of the declaration of PHEIC was to alarm countries with weak public health infrastructures to prepare promptly for emerging infectious diseases (EID) and provide WHO with a framework for proactively supporting those countries. On February 3, 2020, WHO proposed the 2019 COVID-19 Strategic Preparedness and Response Plan, which includes accelerating research and development (R&D) processes as one of three major strategies. On February 11-12, 2020, WHO held the Global Research and Innovation Forum: Towards a Research Roadmap for COVID-19. The fact that a COVID-19 R&D forum was the first meeting convened after the PHEIC declaration testifies to the importance of R&D in response to EID. Korea has demonstrated a remarkable capacity in its laboratory response by conducting high-throughput COVID-19 testing and utilizing innovative drive-through samplings. These measures for early detection and screening of cases should be followed by full efforts to produce research-based evidence by thoroughly analyzing epidemiological, clinical and immunological data, which will facilitate the development of vaccines and therapeutics for COVID-19. It is expected that Korea plays a global partner for COVID-19 research by actively participating in immediate and mid/long-term priorities jointly led by WHO and global partners.",
33,"Mohammed A Mamun, Md Bodrud-Doza, Mark D Griffiths",,Asian journal of psychiatry,54,2020 Jul 11,PMID: 32682303,"The COVID-19 pandemic has led to individuals fearing COVID-19 infection alongside conditions such anxiety, depression, trauma, and stress. For a small minority, such mental health factors can contribute to suicide. Here we report a novel reason for suicide and seemingly COVID-19-related - negligence in getting treatment by Bangladeshi healthcare providers. It was alleged that a woman committed suicide at a hospital because she was not treated and because doctors and nurses suspected she was infected with COVID-19 and did not want to get infected themselves. To help allay the fears among HCPs and the patients they are treating with COVID-19, a number of initiatives are suggested.",DOI 10.1016/j.ajp.2020.102295.
34,"Wei Shi, Jiagao Lv, Li Lin",,Journal of molecular and cellular cardiology,,2020 Jul 15,PMID: 32681845,"SARS-CoV-2 causes a phenotype of pneumonia with diverse manifestation, which is termed as coronavirus disease 2019 (COVID-19). An impressive high transmission rate allows COVID-19 conferring enormous challenge for clinicians worldwide, and developing to a pandemic level. Combined with a series of complications, a part of COVID-19 patients progress into severe cases, which critically contributes to the risk of fatality. To date, coagulopathy has been found as a prominent feature of COVID-19 and severe coagulation dysfunction may be associated with poor prognosis. Coagulopathy in COVID-19 may predispose patients to hypercoagulability-related disorders including thrombosis and even fatal vascular events. Inflammatory storm, uncontrolled inflammation-mediated endothelial injury and renin angiotensin system (RAS) dysregulation are the potential mechanisms. Ongoing efforts made to develop promising therapies provide several potential strategies for hypercoagulability in COVID-19. In this review, we introduce the clinical features of coagulation and the increased vascular thrombotic risk conferred by coagulopathy according to present reports about COVID-19. The potential underlying mechanisms and emerging therapeutic avenues are discussed, emphasizing an urgent need for effective interventions.",DOI 10.1016/j.yjmcc.2020.07.003.
35,"Rhiannon K Owen, Simon P Conroy, Nicholas Taub, Will Jones, Daniele Bryden, Manish Pareek, Christina Faull, Keith R Abrams, Daniel Davis, Jay Banerjee",,Age and ageing,,2020 Jul 17,PMID: 32678866,The aim of this study was to describe outcomes in hospitalised older people with different levels of frailty and COVID-19 infection.,DOI 10.1093/ageing/afaa167.
36,"James B Caress, Ryan J Castoro, Zachary Simmons, Stephen N Scelsa, Richard A Lewis, Aditi Ahlawat, Pushpa Nayaranaswami",,Muscle & nerve,,2020 Jul 17,PMID: 32678460,"Guillain-Barre Syndrome (GBS) is an inflammatory polyradiculoneuropathy associated with numerous viral infections. Recently, there have been many case reports describing the association between COVID-19 and GBS but much remains unknown about the strength of the association and the features of GBS in this setting. We reviewed 37 published cases of GBS associated with COVID-19 to summarize this information for clinicians and to determine whether a specific clinical or electrodiagnostic (EDX) pattern is emerging. The mean age (59y), gender (65% male) and COVID-19 features appear to reflect those of hospitalized COVID-19 patients early in the pandemic. The mean time from COVID-19 symptoms to GBS symptoms was 11 days. The clinical presentation and severity of these GBS cases was similar to those with non-COVID-19 GBS. The EDX pattern was considered demyelinating in approximately one half of the cases. Cerebrospinal fluid, when assessed, demonstrated albuminocytologic dissociation in 76% of patients and was negative for SARS-CoV-2 in all. Serum anti-ganglioside antibodies were absent in 15 of 17 patients tested. Most patients were treated with a single course of intravenous immunoglobulin, and improvement was noted within 8 weeks in most. In summary, GBS associated COVID-19 appears to be an uncommon condition with similar clinical and EDX patterns to GBS prior to the pandemic. Future studies should compare patients with COVID-19 associated GBS to those with contemporaneous non-COVID-19 GBS and determine if the incidence of GBS is elevated in those with COVID-19.",
37,"Antonio R Fernandez, Remle P Crowe, Scott Bourn, Sarah E Matt, Andrew L Brown, Andrew B Hawthorn, J Brent Myers",,Prehospital emergency care : official journal of the National Association of EMS Physicians and the National Association of State EMS Directors,,2020 Jul 17,PMID: 32677858,"Background: Few studies have examined the prehospital presentation, assessment, or treatment of patients diagnosed with coronavirus disease 2019 (COVID-19). The objective of this preliminary report is to describe prehospital encounters for patients with a COVID-19 hospital diagnosis and/or COVID-19 EMS suspicion versus those with neither a hospital diagnosis nor EMS suspicion of the disease.Methods: This case series evaluated electronic patient care records from EMS agencies participating in a large national bi-directional data exchange. All records for 9-1-1 responses between March 1 and April 19, 2020, resulting in transport to a hospital, with at least one ICD-10 outcome returned via the data exchange were included. Hospital ICD-10 codes used to determine COVID-19 diagnoses included B97.2, B97.21, B97.29, B34.2, and U07.1. COVID-19 EMS suspicion was defined as a documented EMS primary or secondary impression of COVID-19, or indication of COVID-19 suspicion in the prehospital free-text narrative. Comparisons were stratified by COVID-19 hospital diagnosis and COVID-19 EMS suspicion. Descriptive and comparative statistics are presented.Results: There were 84,540 EMS patient records with linked hospital ICD-10 codes included. Of those, 814 (1%) patients had a COVID-19 hospital diagnosis. Overall, COVID-19 EMS suspicion was documented for 3,204 (4%) patients. A COVID-19 EMS suspicion was documented for 636 (78%) of hospital diagnosed COVID-19 patients. Those with COVID-19 hospital diagnoses were more likely to present with tachycardia, tachypnea, hypoxia, and fever during the EMS encounter. EMS responses for patients diagnosed with COVID-19 were also more likely to originate from a skilled nursing/assisted living facility. EMS PPE (eye protection, mask, or gown) use was more frequently documented on records of patients who had hospital diagnosed COVID-19.Conclusion: In this large sample of prehospital encounters, EMS COVID-19 suspicion demonstrated sensitivity of 78% and positive predictive value of 20% compared with hospital ICD-10 codes. These data indicate that EMS suspicion alone is insufficient to determine appropriate utilization of PPE.",
38,"Fenghe Du, Bao Liu, Shuyang Zhang",,Journal of thrombosis and thrombolysis,,2020 Jul 16,PMID: 32676883,"The novel coronavirus disease (COVID-19) has become a universally prevalent infectious disease. The causative virus of COVID-19 is severe acute respiratory syndrome coronavirus type 2. Recent retrospective clinical studies have established a significant association between the incidence of vascular thrombotic events and the severity of COVID-19. The enhancement in serum levels of markers that reflect a hypercoagulable state has been suggested to indicate a poor prognosis. Therefore, at present, it is crucial to understand the mechanisms that foster the hypercoagulable state in COVID-19. Over-activated inflammatory response, which is manifested as excessive cytokine release in COVID-19 patients, is also associated with COVID-19 severity. This review discusses the immuno-pathological basis of the excessive cytokine release in COVID-19. Besides, this article reviews the role of pro-inflammatory or anti-inflammatory cytokines, whose significant elevations in their serum levels have been consistently detected in multiple different clinical studies, in promoting the hypercoagulable state. Since the expression of angiotensin-converting enzyme 2 (ACE2) is potentially down-regulated in COVID-19, as proposed by a recent bio-informatic analysis, mechanisms through which reduced ACE2 expressions promote vascular thrombosis are summarized. In addition, the reciprocal-enhancing effects of the excessive cytokine release and the downregulated ACE2 expression on their pro-thrombotic activities are further discussed. Here, based on currently available evidence, we review the pathogenic mechanisms of the hypercoagulable state associated with severe cases of COVID-19 to give insights into prevention and treatment of the vascular thrombotic events in COVID-19.",
39,"Karem Slim, Catherine Mattevi, Flora Badon, Camille Lecomte, Marie Selvy",,Langenbeck's archives of surgery,,2020 Jul 17,PMID: 32676739,The COVID-19 pandemic is having a deep impact on our surgical practice and scientific publishing output.,
40,"Mengying He, Yumeng Li, Fang Fang",,Journal of the American Medical Directors Association,21,,PMID: 32674817,"During the Coronavirus disease 2019 (COVID-19) outbreak in the United States, nursing homes became the hotbed for the spread of COVID-19. States developed different policies to mitigate the COVID-19 risks at nursing homes, including limiting nursing home visitation and mandating staff screening. The purpose of this study is to examine whether COVID-19 cases and deaths are related to the nursing home reported quality.",DOI 10.1016/j.jamda.2020.06.016.
41,"Vincenzo de Sanctis, Duran Canatan, Joan Lluis Vives Corrons, Mehran Karimi, Shahina Daar, Christos Kattamis, Ashraf T Soliman, Yasser Wali, Salam Alkindi, Valeh Huseynov, Afag Nasibova, Tarık Onur Tiryaki, Melike Sezgin Evim, Adalet Meral Gunes, Zeynep Karakas, Soteroula Christou, Saveria Campisi, Tahereh Zarei, Doaa Khater, Yesim Oymak, Valeriya Kaleva, Denka Stoyanova, Atanas Banchev, Maria Concetta Galati, Mohamed A Yassin, Shruti Kakar, Myrto Skafida, Yurdanur Kilinc, Saif Alyaarubi, Narmin Verdiyevas, Iva Stoeva, Giuseppe Raiola, Demetris Mariannis, Leopoldo Ruggiero, Salvatore Di Maio",,Mediterranean journal of hematology and infectious diseases,12,,PMID: 32670524,"This study aims to investigate, retrospectively, the epidemiological and clinical characteristics, laboratory results, radiologic findings, and outcomes of COVID-19 in patients with transfusion-dependent β thalassemia major (TM), β-thalassemia intermedia (TI) and sickle cell disease (SCD).",
42,"Surendra Patel, Atul Kaushik, Alok Kumar Sharma",,Journal of cardiac surgery,,2020 Jul 15,PMID: 32668048,"The coronavirus disease (COVID-19) has affected a large population across the world. Patients with cardiovascular disease have increased morbidity and mortality due to coronavirus disease. The burden over the health care system has to be reduced in this global pandemic to provide optimal care of patients with COVID-19, as well not compromising those who are in need of emergent cardiovascular care.",
43,"Julie K Wright, Darrell H S Tan, Sharon L Walmsley, Jennifer Hulme, Erin O'Connor, Carolyn Snider, Ivy Cheng, Adrienne K Chan, Bjug Borgundvaag, Shelley McLeod, Michael H Gollob, Rosemarie J Clarke, Linda Dresser, Fatima Haji, Tony Mazzulli, Samira Mubareka, Peter JÃ¼ni, Dominic Lee, George Tomlinson, Kevin C Kain, Megan Landes",,Trials,21,2020 Jul 14,PMID: 32665039,"Primary Objective: To determine if pre-exposure prophylaxis (PrEP) with 400mg hydroxychloroquine (HCQ), taken orally once daily reduces microbiologically confirmed COVID-19 among front line health care workers at high risk for SARS-CoV-2 exposure. Secondary Objectives: To compare the following between study arms: adverse events; symptomatic COVID-19; duration of symptomatic COVID-19; days hospitalized attributed to COVID-19; respiratory failure attributable to COVID-19 requiring i) non-invasive ventilation or ii) intubation/mechanical ventilation; mortality attributed to COVID-19, number of days unable to work attributed to COVID-19, seroconversion (COVID-19 negative to COVID-19 positive over the study period); ability of participant plasma to neutralize SARS-CoV-2 virus in vitro; To describe short-term psychological distress associated with risk of COVID-19 exposure at 1, 60, 120 days of the study. To explore laboratory markers within participants with confirmed COVID-19: including circulating markers of host immune and endothelial activation in participant plasma and their correlation with disease severity and outcome TRIAL DESIGN: The HEROS study is a two-arm, parallel-group, individually randomized (1:1 allocation ratio), placebo controlled, participant and investigator-blinded, multi-site superiority trial of oral HCQ 400 mg taken once daily for 90 days as PrEP to prevent COVID-19 in health care workers at high risk of SARS-CoV-2 exposure. At 90 days, there is an open label extension wherein all participants are offered a one-month course of HCQ 400mg once daily for PrEP of COVID-19.",
44,"Ioannis Kyrou, Emmanouil Karteris, Tim Robbins, Kamaljit Chatha, Fotios Drenos, Harpal S Randeva",,BMC medicine,18,2020 07 15,PMID: 32664957,"In women of reproductive age, polycystic ovary syndrome (PCOS) constitutes the most frequent endocrine disorder. Women with PCOS are considered to typically belong to an age and sex group which is at lower risk for severe COVID-19.",
45,"Bo Wang, Oliver Van Oekelen, Tarek H Mouhieddine, Diane Marie Del Valle, Joshua Richter, Hearn Jay Cho, Shambavi Richard, Ajai Chari, Sacha Gnjatic, Miriam Merad, Sundar Jagannath, Samir Parekh, Deepu Madduri",,Journal of hematology & oncology,13,2020 07 14,PMID: 32664919,"The COVID-19 pandemic, caused by SARS-CoV-2 virus, has resulted in over 100,000 deaths in the USA. Our institution has treated over 2000 COVID-19 patients during the pandemic in New York City. The pandemic directly impacted cancer patients and the organization of cancer care. Mount Sinai Hospital has a large and diverse multiple myeloma (MM) population. Herein, we report the characteristics of COVID-19 infection and serological response in MM patients in a large tertiary care institution in New York.",
46,"Yuan Hou, Junfei Zhao, William Martin, Asha Kallianpur, Mina K Chung, Lara Jehi, Nima Sharifi, Serpil Erzurum, Charis Eng, Feixiong Cheng",,BMC medicine,18,2020 07 15,PMID: 32664879,"Coronavirus Disease 2019 (COVID-19), caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has now been confirmed worldwide. Yet, COVID-19 is strangely and tragically selective. Morbidity and mortality due to COVID19 rise dramatically with age and co-existing health conditions, including cancer and cardiovascular diseases. Human genetic factors may contribute to the extremely high transmissibility of SARS-CoV-2 and to the relentlessly progressive disease observed in a small but significant proportion of infected individuals, but these factors are largely unknown.",
47,"Paola Algeri, Valentina Stagnati, Maria Donata Spazzini, Cristina Bellan, Alessandro Montanelli, Gianluigi Patelli, Massimo Ciammella",,"The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians",,2020 Jul 15,PMID: 32664761,"COVID-19 has rapidly spread worldwide, with severe complications affecting particularly elderly and compromised subjects. Less information about COVID-19 in pregnancy has been reported so far in the literature.",
48,"Nazar Zaki, Hany Alashwal, Sahar Ibrahim",,Diabetes & metabolic syndrome,14,2020 Jul 08,PMID: 32663789,"To undertake a review and critical appraisal of published/preprint reports that offer methods of determining the effects of hypertension, diabetes, stroke, cancer, kidney issues, and high-cholesterol on COVID-19 disease severity.",DOI 10.1016/j.dsx.2020.07.005.
49,"Thomas J S Durant, David R Peaper, David Ferguson, Wade L Schulz",,The journal of applied laboratory medicine,,2020 Jul 14,PMID: 32663258,"Coronavirus Disease 2019 (COVID-19) was formally characterized as a pandemic on March 11, 2020. Since that time, the COVID-19 pandemic has led to unprecedented demand for healthcare resources. The purpose of this study was to identify changes in laboratory test utilization in the setting of increasing local incidence of COVID-19.",DOI 10.1093/jalm/jfaa121.
50,"A Sansone, D Mollaioli, G Ciocca, E Limoncin, E Colonnello, W Vena, E A Jannini",,Journal of endocrinological investigation,,2020 Jul 13,PMID: 32661947,"The COVID-19 pandemic, caused by the SARS-CoV-2, represents an unprecedented challenge for healthcare. COVID-19 features a state of hyperinflammation resulting in a ""cytokine storm"", which leads to severe complications, such as the development of micro-thrombosis and disseminated intravascular coagulation (DIC). Despite isolation measures, the number of affected patients is growing daily: as of June 12th, over 7.5 million cases have been confirmed worldwide, with more than 420,000 global deaths. Over 3.5 million patients have recovered from COVID-19; although this number is increasing by the day, great attention should be directed towards the possible long-term outcomes of the disease. Despite being a trivial matter for patients in intensive care units (ICUs), erectile dysfunction (ED) is a likely consequence of COVID-19 for survivors, and considering the high transmissibility of the infection and the higher contagion rates among elderly men, a worrying phenomenon for a large part of affected patients.",
51,"Ying-Kiat Tan, Claire Goh, Aloysius S T Leow, Paul A Tambyah, Alicia Ang, Eng-Soo Yap, Tian-Ming Tu, Vijay K Sharma, Leonard L L Yeo, Bernard P L Chan, Benjamin Y Q Tan",,Journal of thrombosis and thrombolysis,,2020 Jul 13,PMID: 32661757,"Acute ischemic stroke (AIS) is a life-threatening complication of coronavirus disease 2019 (COVID-19) infection. Increasing reports suggest an association between COVID-19 and AIS, although the underlying mechanism remains uncertain. We performed a systematic review to characterize the clinical characteristics, neuroimaging findings, and outcomes of AIS in COVID-19 patients. A literature search was performed in PubMed and Embase using a suitable keyword search strategy from 1st December 2019 to 29th May 2020. All studies reporting AIS occurrence in COVID-19 patients were included. A total of 39 studies comprising 135 patients were studied. The pooled incidence of AIS in COVID-19 patients from observational studies was 1.2% (54/4466) with a mean age of 63.4 ± 13.1 years. The mean duration of AIS from COVID-19 symptoms onset was 10 ± 8 days, and the mean NIHSS score was 19 ± 8. Laboratory investigations revealed an elevated mean D-dimer (9.2 ± 14.8 mg/L) and fibrinogen (5.8 ± 2.0 g/L). Antiphospholipid antibodies were detected in a significant number of cases. The majority of AIS neuroimaging patterns observed was large vessel thrombosis, embolism or stenosis (62.1%, 64/103), followed by multiple vascular territory (26.2%, 27/103). A high mortality rate was reported (38.0%, 49/129). We report the pooled incidence of AIS in COVID-19 patients to be 1.2%, with a high mortality rate. Elevated D-dimer, fibrinogen and the presence of antiphospholipid antibodies appear to be prominent in COVID-19 patients with concomitant AIS, but further mechanistic studies are required to elucidate their role in pathogenesis.",
52,"James M Shultz, James P Kossin, Attila J Hertelendy, Fredrick Burkle, Craig Fugate, Ronald Sherman, Johnna Bakalar, Kim Berg, Alessandra Maggioni, Zelde Espinel, Duane E Sands, Regina C LaRocque, Renee N Salas, Sandro Galea",,Disaster medicine and public health preparedness,,2020 Jul 14,PMID: 32660664,"The co-occurrence of the 2020 Atlantic hurricane season and the ongoing Coronavirus Disease 2019 (COVID-19) pandemic creates complex dilemmas for protecting populations from these intersecting threats. Climate change is likely contributing to stronger, wetter, slower-moving, and more dangerous hurricanes. Climate-driven hazards underscore the imperative for timely warning, evacuation, and sheltering of storm-threatened populations - proven life-saving protective measures that gather evacuees together inside durable enclosed spaces when a hurricane approaches. Meanwhile, the rapid acquisition of scientific knowledge regarding how COVID-19 spreads has guided mass anti-contagion strategies including lockdowns, sheltering-at-home, physical distancing, donning personal protective equipment, conscientious hand washing, and hygiene practices. These life-saving strategies, credited with preventing millions of COVID-19 cases, separate and move people apart. Enforcement coupled with fear of contracting COVID-19 have motivated high levels of adherence to these stringent regulations. How will populations react when warned to shelter from an oncoming Atlantic hurricane while COVID-19 is actively circulating in the community? Emergency managers, healthcare providers, and public health preparedness professionals must create viable solutions to confront these potential scenarios: elevated rates of hurricane-related injury and mortality among persons who refuse to evacuate due to fear of COVID-19, and resurgence of COVID-19 cases among hurricane evacuees who shelter together.",
53,"Kevin Yi-Lwern Yap, Qihuang Xie",,Infectious diseases of poverty,9,2020 Jul 13,PMID: 32660568,"The Coronavirus Disease 2019 (COVID-19) pandemic has sparked attention in many countries, especially those that have experienced a steep spike in the number of identified cases. The continued spread of the coronavirus suggests that this situation may be here to stay for a while. Contact tracing is a time-consuming and resource-intensive process, which taps on the already lean healthcare resource in certain countries. Furthermore, the massive infodemic on COVID-19 on the Internet has also resulted in widespread circulation of misinformation online. This outbreak has evoked irrational fear and anxiety from the public, which has resulted in destabilizing of societal norms, such as panic buying and hoarding of daily necessities, and can potentially pose serious health risks to the public. The aim of this paper is to present a COVID-19 Symptom Monitoring and Contact Tracking Record (CoV-SCR) web-app as a bottom-up, proactive approach to supplement the current management strategies for COVID-19.",
54,"Gaurav Nepal, Jessica Holly Rehrig, Gentle Sunder Shrestha, Yow Ka Shing, Jayant Kumar Yadav, Rajeev Ojha, Gaurab Pokhrel, Zhi Lan Tu, Dong Ya Huang",,"Critical care (London, England)",24,2020 07 13,PMID: 32660520,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is responsible for the global spread of coronavirus disease (COVID-19). Our understanding of the impact this virus has on the nervous system is limited. Our review aims to inform and improve decision-making among the physicians treating COVID-19 by presenting a systematic analysis of the neurological manifestations experienced within these patients.,
55,"M Reza Azarpazhooh, Amin Amiri, Negar Morovatdar, Sandy Steinwender, Amir Rezaei Ardani, Nawaf Yassi, Jose Biller, Saverio Stranges, Masoud Tokazebani Belasi, Sepideh Kazemi Neya, Bita Khorram, Mohammad Sobhan Sheikh Andalibi, Shahram Arsang-Jang, Naghmeh Mokhber, Mario Di Napoli",,Journal of the neurological sciences,416,2020 Jul 04,PMID: 32659508,Current evidence on the association between COVID-19 and dementia is sparse. This study aims to investigate the associations between COVID-19 caseload and the burden of dementia.,DOI 10.1016/j.jns.2020.117013.
56,"Antonio Oliviero, Fernando de Castro, Francesca Coperchini, Luca Chiovato, Mario Rotondi",,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry",,2020 Jul 13,PMID: 32659199,"COVID-19 is an ongoing viral pandemic that emerged from East Asia and quickly spread to the rest of the world. SARS-CoV-2 is the virus causing COVID-19. Acute respiratory distress syndrome (ARDS) is definitely one of the main clinically relevant consequences in patients with COVID-19. Starting from the earliest reports of the COVID-19 pandemic, two peculiar neurological manifestations (namely, hyposmia/anosmia and dysgeusia) were reported in a relevant proportion of patients infected by SARS-CoV-2. At present, the physiopathologic mechanisms accounting for the onset of these symptoms are not yet clarified. CXCL10 is a pro-inflammatory chemokine with a well-established role in the COVID-19-related cytokine storm and in subsequent development of ARDS. CXCL10 is also known to be involved in coronavirus-induced demyelination. On these bases, a role for CXCL10 as the common denominator between pulmonary and olfactory dysfunctions could be envisaged. The aim of the present report will be to hypothesize a role for CXCL10 in COVID-19 olfactory dysfunctions. Previous evidences supporting our hypothesis, with special emphasis to the role of CXCL10 in coronavirus-induced demyelination, the anatomical and physiological peculiarity of the olfactory system, and the available data supporting their link during COVID-19 infections, will be overviewed.",
